Date,Open,High,Low,Close,Volume,ma_10,ma_50,ma_200,rsi_14,bb_mid,bb_std,bb_upper,bb_lower,momentum_20,volatility_20
2000-10-16,12.87580519498882,13.336891002751656,12.829697284986874,13.29078197479248,5026960,13.077525615692139,11.96664701461792,10.986979060173034,60.05104204772844,12.677534008026123,0.5941436389597506,13.865821285945625,11.489246730106622,0.11941756915275925,0.4436463196091473
2000-10-17,13.336888134808996,13.35994264383098,12.852747917175297,12.852747917175291,4155871,13.060235786437989,11.999398403167724,10.994180088043214,51.732725372799734,12.742662239074708,0.532228342741637,13.807118924557981,11.678205553591434,0.11277436795308815,0.4498089254308153
2000-10-18,12.829695238419534,12.979547319468292,12.506935448062992,12.610679626464844,8593630,13.019890689849854,12.026389083862306,11.002510313987733,43.45553489041482,12.787618064880371,0.47550010453444197,13.738618273949255,11.836617855811488,0.07677169201424316,0.4568626023612288
2000-10-19,12.403189103816556,12.749002226132143,11.803778648376465,11.803778648376465,8704542,12.858511066436767,12.038620643615722,11.007890219688415,39.71291068463788,12.80375599861145,0.432339986004245,13.66843597061994,11.93907602660296,0.028112369402665704,0.5112723999490726
2000-10-20,11.365749425671185,12.391663949125464,11.042989637017689,11.988214492797852,54523993,12.729407501220702,12.053621673583985,11.011624512672425,43.74996382559489,12.799145269393922,0.44086758618230715,13.680880441758536,11.917410097029308,-0.007633386509840134,0.47898364679461747
2000-10-23,12.103486446405665,12.172648861964817,11.619347301577424,11.711563110351562,16488100,12.608372592926026,12.06446870803833,11.011750106811524,35.82098019305752,12.769174909591674,0.4930824662112394,13.755339842014154,11.783009977169195,-0.04868886701265818,0.48014539316098154
2000-10-24,11.80377783096392,11.942102623128411,11.688506425522323,11.930575370788574,11852669,12.47696304321289,12.079006462097167,11.01240014076233,38.809476046094574,12.746697092056275,0.5211962752759354,13.789089642608145,11.704304541504404,-0.03631272758814097,0.48513775700791517
2000-10-25,11.953630703258058,12.057374863544108,11.71156062327166,11.803778648376465,10445133,12.338638019561767,12.094225692749024,11.013785676956177,32.323274219436186,12.702317810058593,0.5623217213959028,13.8269612528504,11.577674367266788,-0.06993618808734081,0.47570746964216076
2000-10-26,11.895992615761768,12.403186038715209,11.872938115182844,12.264860153198242,6841916,12.310972785949707,12.116598224639892,11.016164183616638,39.62262041079997,12.656209373474121,0.5582780511592769,13.772765475792674,11.539653271155569,-0.06992998496774783,0.4757156323744558
2000-10-27,12.357077794114849,12.44929468411991,12.103481626090083,12.403186798095703,5466796,12.266016674041747,12.134842777252198,11.018606610298157,44.44440345540692,12.636613368988037,0.5600216679098371,13.75665670480771,11.516570033168364,-0.030630466252285937,0.4675785486368286
2000-10-30,12.449300618642605,12.910386406421978,12.4377733621524,12.702898025512695,5975593,12.20722827911377,12.162758693695068,11.023860063552856,44.168775569480665,12.642376947402955,0.560084141398903,13.762545230200761,11.522208664605149,0.00915753011023579,0.4722546456686494
2000-10-31,12.72594885390773,12.93343831092676,12.426244717436903,12.875802040100098,7522326,12.20953369140625,12.186778316497803,11.030948104858398,46.731297057167176,12.63488473892212,0.5556721840396281,13.746229107001376,11.523540370842863,-0.011503780096907557,0.4578416748121225
2000-11-01,12.76052820756416,12.852745105521832,12.529986521648356,12.656784057617188,4221337,12.214144134521485,12.205498352050782,11.038824095726014,51.329787243800574,12.61701741218567,0.5485352400385014,13.714087892262672,11.519946932108667,-0.027458348615247874,0.46173303292242635
2000-11-02,12.702895550052627,12.82969422877795,12.541515108595778,12.67984104156494,2740707,12.301750373840331,12.222673778533936,11.048070769309998,47.86325353991974,12.58013072013855,0.515689077368932,13.611508874876414,11.548752565400687,-0.05498265129149216,0.44628269026934947
2000-11-03,12.58761999386682,12.69136413005194,12.091953813861604,12.380131721496582,4449200,12.340942096710204,12.236967430114746,11.05462059020996,38.348023353848596,12.535174798965453,0.49009022789909334,13.51535525476364,11.554994343167266,-0.06770852372287506,0.4518704729738965
2000-11-06,12.483879870306613,12.910383802596096,12.460825361975946,12.875802040100098,3990932,12.457365989685059,12.261174488067628,11.064219388961792,50.290694979978056,12.532869291305541,0.4882802795244878,13.509429850354516,11.556308732256566,-0.0035683691785304283,0.46732717514412053
2000-11-07,12.864274755375336,12.864274755375336,12.449298078236971,12.553043365478516,3379803,12.519612789154053,12.276851406097412,11.075057520866395,49.28774354353107,12.498287916183472,0.45881787894596676,13.415923674075405,11.580652158291539,-0.05221930460473767,0.46594859420693874
2000-11-08,12.553050281683923,12.622211608702711,12.38014249230668,12.48388671875,4841683,12.587623596191406,12.29575611114502,11.085435729026795,60.278847237542045,12.463130807876587,0.42925185233912583,13.321634512554839,11.604627103198334,-0.053320742092519025,0.4660354265414873
2000-11-09,12.529989242553713,12.668314060549282,12.322499779646384,12.529989242553713,3853007,12.614136505126954,12.321346397399902,11.097699270248413,58.54546085084238,12.46255464553833,0.4291488286214323,13.320852302781194,11.604256988295464,-0.0009188083793679747,0.4324289794956164
2000-11-10,12.506935857805404,12.61068003960604,12.022796715388129,12.207230567932127,4398988,12.594540882110596,12.335179138183594,11.111031002998352,57.70612025396129,12.430278778076172,0.42248080541897015,13.275240388914112,11.585317167238232,-0.05022407296890585,0.43167779699120645
2000-11-13,12.080426586577277,12.310969360310184,12.045844835130362,12.184170722961426,3917521,12.54266815185547,12.350164279937744,11.123619718551636,54.19844386423568,12.374948215484618,0.37347476403867474,13.121897743561968,11.627998687407269,-0.0832615608268853,0.40989268304989707
2000-11-14,12.207229331667104,12.518461845549504,12.207229331667104,12.414717674255373,4207990,12.496559715270996,12.372526912689208,11.136676421165467,59.77858726673678,12.353046703338624,0.3564355790565886,13.065917861451801,11.640175545225446,-0.03408066864320691,0.4026147286119045
2000-11-15,12.444786277051517,12.54887836912925,12.340694184973778,12.410088539123535,4348457,12.47189016342163,12.385344734191895,11.149652919769288,52.72227420423437,12.343017148971558,0.35159391401428547,13.04620497700013,11.639829320942987,-0.0159064454321991,0.3973249207138342
2000-11-16,12.50261077776599,12.745492623293671,12.421650536492043,12.687663078308104,3991250,12.472672367095948,12.404866733551025,11.164759097099305,55.067884698196636,12.38721137046814,0.33542489934224,13.058061169152621,11.71636157178366,0.07488148128338645,0.32619538545249205
