Date,Open,High,Low,Close,Volume,ma_10,ma_50,ma_200,rsi_14,bb_mid,bb_std,bb_upper,bb_lower,momentum_20,volatility_20
2000-10-16,3.8149995312971225,3.8827429488605154,3.807868691051707,3.8791770935058594,6056000,3.7123163461685182,3.3572355699539185,2.7672182083129884,62.9534078929265,3.653219521045685,0.1353420993395276,3.92390371972474,3.3825353223666297,0.08691274842737684,0.3669439244939798
2000-10-17,3.8649159986145074,3.961182791745592,3.8435234746369367,3.8613510131835938,4159200,3.73192617893219,3.373728017807007,2.775158668756485,60.51021200765155,3.673185849189758,0.13510663838354975,3.9433991259568577,3.4029725724226587,0.11534481301731447,0.34583908792137624
2000-10-18,3.857784727326146,3.911266466541377,3.768649655919338,3.850653886795044,6284000,3.752605605125427,3.38981237411499,2.782838981151581,59.930319182404354,3.6922608017921448,0.13167172980203765,3.95560426139622,3.4289173421880697,0.1099688743282965,0.3469368032574
2000-10-19,3.8043039219918193,3.807868907084832,3.679513775385343,3.7080371379852295,16764800,3.767580342292786,3.404527020454407,2.7894273364543913,47.94290824199231,3.70473974943161,0.11962269427461074,3.9439851379808317,3.4654943608823885,0.07216480276027037,0.3776047608106461
2000-10-20,3.6866446160353146,3.7472571967920465,3.6224670501855702,3.7080371379852295,13585600,3.774354672431946,3.419718246459961,2.7960156917572023,39.92234710410863,3.7161490321159363,0.10729077487056331,3.930730581857063,3.5015674823748095,0.0655733886104366,0.37771648881635805
2000-10-23,3.6937760822092938,3.7472578313729423,3.686645240351747,3.704472780227661,7934400,3.7775634050369264,3.433496732711792,2.802241795063019,52.82057664890047,3.7254191398620606,0.09687013432229992,3.9191594085066606,3.5316788712174607,0.05268497699059593,0.3768531575729685
2000-10-24,3.708036906124332,3.736560266940673,3.593943462858968,3.6295976638793945,4664000,3.7675800800323485,3.445795373916626,2.808196849822998,49.04759068487394,3.7263104557991027,0.09584600606147098,3.9180024679220447,3.5346184436761607,0.004935616637204543,0.3745720095816687
2000-10-25,3.672383987082855,3.690211529048365,3.572552189375748,3.6046411991119385,4700800,3.7515358209609984,3.4573124647140503,2.8141648972034456,53.36798478894506,3.7241266846656798,0.09818555833120023,3.92049780132808,3.5277555680032795,-0.01197139042365869,0.3736484674175923
2000-10-26,3.5975098846457647,3.661687678085904,3.501243303293567,3.519070625305176,8377600,3.731569242477417,3.46625328540802,2.819446769952774,41.23710119609975,3.717708921432495,0.10724023579804189,3.932189393028579,3.5032284498364112,-0.035190643630813256,0.38276748606406674
2000-10-27,3.483417185256581,3.6973427028301016,3.462024655260836,3.693776845932007,9070400,3.7158815383911135,3.4782822942733764,2.825722720623016,51.28199693102059,3.7148120999336243,0.10705569429158547,3.928923488516795,3.5007007113504534,-0.015442659317661533,0.41098384495116275
