Date,Open,High,Low,Close,Volume,ma_10,ma_50,ma_200,rsi_14,bb_mid,bb_std,bb_upper,bb_lower,momentum_20,volatility_20
2003-03-10,0.1141429990530014,0.1164290010929107,0.1122139990329742,0.112356998026371,34244000,0.1138500995934009,0.09303143978118891,0.08727753479033704,56.86787227347229,0.10703574977815145,0.00939888199483116,0.12583351376781376,0.08823798578848913,0.2914597845908631,0.7165017742654255
2003-03-11,0.112356998026371,0.1124999970197677,0.1071429997682571,0.1107140034437179,55314000,0.1144571997225284,0.09385285988450046,0.08723288979381318,52.386863668749605,0.10811790004372593,0.008416202846406571,0.12495030573653906,0.0912854943509128,0.2429859972980135,0.7223541906674412
2003-03-12,0.1103570014238357,0.110785998404026,0.1064290031790733,0.1075709983706474,57512000,0.11482139974832528,0.09462285980582234,0.08716574478894466,47.93255559059069,0.1088607501238584,0.007601243932708948,0.12406323798927629,0.09365826225844051,0.16024550899069778,0.7273029008230061
2003-03-13,0.10971400141716,0.1183570027351379,0.1089290007948875,0.1160710006952285,75600000,0.11464279964566226,0.09551713988184925,0.08716752979904407,57.98732335788073,0.10992145016789431,0.007000677696793912,0.12392280556148214,0.09592009477430649,0.22364191279717316,0.7681973685743645
2003-03-14,0.1185709983110427,0.1210710033774375,0.1170710027217865,0.1182139962911605,61292000,0.11424279958009713,0.09630855977535244,0.0872068147733807,65.90543751035389,0.11111069992184634,0.006205448892058667,0.12352159770596367,0.09869980213772901,0.251882311299801,0.7662827036943656
2003-03-17,0.118428997695446,0.1292140036821365,0.111856997013092,0.1285710036754608,166166000,0.11569989994168275,0.09724425986409184,0.08731395479291672,69.18596957115857,0.1124535501003265,0.006928748769806814,0.1263110476399401,0.09859605256071287,0.26404431584296995,0.7788132398997172
2003-03-18,0.1321430057287216,0.1369999945163726,0.1290709972381591,0.1339289993047714,210910000,0.11741419956088062,0.09837711989879605,0.0874453847855329,72.38737273296638,0.11391430012881751,0.008178154730318434,0.13027060958945438,0.09755799066818063,0.27899804154904384,0.7834424336939003
2003-03-19,0.1363569945096969,0.1398569941520691,0.1335709989070892,0.1374289989471435,160622000,0.11962139979004856,0.09953997984528538,0.08756824478507036,67.29767662194347,0.11537859998643393,0.009590323455562074,0.13455924689755808,0.09619795307530979,0.2708080658598164,0.7816376045738699
2003-03-20,0.1389289945363998,0.1406430006027221,0.1329289972782135,0.1344999969005584,146034000,0.12142849937081332,0.1006628397107124,0.08768181476742024,61.13950171347764,0.11661074981093403,0.010393033268631209,0.13739681634819645,0.09582468327367161,0.22431885449180267,0.7910241191498717
2003-03-21,0.1365000009536743,0.1400710046291351,0.1307860016822815,0.1324999928474426,81508000,0.1231855988502502,0.10168283954262729,0.08777074474841351,68.90374874120177,0.11791429929435246,0.010679796283829932,0.13927389186201233,0.0965547067266926,0.24496132529309955,0.7814463053484262
