Date,Open,High,Low,Close,Volume,ma_10,ma_50,ma_200,rsi_14,bb_mid,bb_std,bb_upper,bb_lower,momentum_20,volatility_20
2000-10-16,23.44914319564784,24.121088457607332,23.397454356147637,23.8798770904541,1728102,23.03219108581543,21.276000938415528,16.738883137702942,60.91490778701757,22.631178188323975,0.9970652834694411,24.625308755262857,20.637047621385094,0.06227222432594348,0.3980437188509675
2000-10-17,23.87987563731527,24.258920669555664,23.828186800960435,24.258920669555664,1970057,23.09077091217041,21.382636032104493,16.79548176765442,64.4105481261561,22.772458934783934,1.0183600492355287,24.809179033254992,20.735738836312876,0.13183290358607214,0.3534636856812483
2000-10-18,24.465670398743377,24.741340135065684,23.89710051194129,23.983247756958008,3723857,23.20965232849121,21.479740715026857,16.849696383476257,55.51824714328715,22.917184925079347,0.9710611100255315,24.85930714513041,20.975062705028286,0.13725435752345194,0.3498581484192212
2000-10-19,24.03493875670135,24.086625178069976,23.60420490561138,23.94879150390625,2396948,23.38711452484131,21.585615005493164,16.901057052612305,53.084232880439785,23.08430948257446,0.8297636374598648,24.74383675749419,21.424782207654733,0.16220724208035175,0.3337403679823368
2000-10-20,23.897105048015728,23.966024304842342,23.431912732086474,23.793729782104492,1691849,23.5111665725708,21.68821590423584,16.949798741340636,48.20153926349236,23.228174877166747,0.6677236152231572,24.56362210761306,21.892727646720434,0.1375621464771528,0.33623550619854964
2000-10-23,23.776506673400256,23.93157082637559,23.380233492486145,23.414691925048828,1608444,23.58008575439453,21.781254501342772,16.99480155467987,47.34994095298613,23.30398473739624,0.5904074548476941,24.48479964709163,22.123169827700853,0.0692375080545291,0.3093492604971224
2000-10-24,23.466378620973632,23.67313163146996,23.05287501286754,23.294086456298828,1372110,23.602484893798827,21.865678596496583,17.039285173416136,56.06690665542062,23.33327512741089,0.573590354176122,24.480455835763134,22.186094419058644,0.025797102861340626,0.28404861187900843
2000-10-25,23.414681649547862,23.63866256935485,23.018406229652143,23.07009506225586,1776516,23.599037742614748,21.944933700561524,17.08357063770294,62.036889219732664,23.35545768737793,0.5530263144289391,24.461510316235806,22.24940505852005,0.019607641484836735,0.2862538641324149
2000-10-26,23.00117873598961,23.00117873598961,22.139713364783095,22.380922317504883,2185969,23.54907360076904,22.012731132507323,17.123572206497194,47.8633536359893,23.303769207000734,0.5939918702577343,24.491752947516204,22.115785466485264,-0.04415046804173528,0.27719376021590586
2000-10-27,22.225849162266957,22.983941372203347,21.726198630049353,22.88056373596191,2074227,23.490492630004884,22.087506370544432,17.165485396385193,51.778633476915296,23.265648746490477,0.5955395961282722,24.456727938747022,22.074569554233932,-0.03224675728983073,0.2877230850500992
2000-10-30,23.156234311412653,23.983243369073072,23.156234311412653,23.604198455810547,1610050,23.462924766540528,22.176065063476564,17.210513944625855,55.636254269752214,23.24755792617798,0.5783933488928529,24.404344623963684,22.090771228392274,-0.015097061749000829,0.3067025845948187
2000-10-31,23.60421266397265,23.96602979690479,23.24239553104051,23.82819366455078,1126025,23.41985206604004,22.26841449737549,17.25783570766449,57.342547554382236,23.255311489105225,0.5853954504277887,24.426102389960803,22.084520588249646,0.006550519863217641,0.3054551444647823
2000-11-01,23.828191791214067,24.12109204138499,23.77650294403422,23.91433906555176,2035450,23.412961196899413,22.359041061401367,17.30357693195343,60.79148762505423,23.311306762695313,0.5925088643818744,24.496324491459063,22.126289033931563,0.049130655832958725,0.27121876135421197
2000-11-02,23.91434251696911,23.91434251696911,23.34577235459085,23.36300277709961,2094419,23.35438232421875,22.433471870422363,17.34555580615997,48.913100011381715,23.370748424530028,0.5286125596116878,24.427973543753403,22.313523305306653,0.05361342775557265,0.26551275688534975
2000-11-03,23.397459327617582,23.828193313945793,23.363000898257685,23.449148178100582,1865428,23.31992416381836,22.51376075744629,17.387043566703795,45.13623841864475,23.41554536819458,0.49240732557176886,24.400360019338116,22.43073071705104,0.03972556017116147,0.26011491153539923
2000-11-06,23.518062326564262,23.793732142561172,23.500834320312848,23.552520751953125,809958,23.33370704650879,22.596461677551268,17.42804255962372,41.49380895846051,23.45689640045166,0.4653937861120327,24.387683972675728,22.526108828227596,0.036391746771448075,0.2594505575681791
2000-11-07,23.500823974609375,23.63865761548669,23.20792386841763,23.500823974609375,1057076,23.354380798339843,22.671237106323243,17.46903450965881,43.859625967171084,23.478432846069335,0.45643205141542725,24.39129694890019,22.56556874323848,0.018670443758084687,0.2549728164949787
2000-11-08,23.50082298957657,23.638656624676607,23.2768397132117,23.34575653076172,971376,23.38194694519043,22.74222194671631,17.508915901184082,42.55310915419827,23.490492343902588,0.4491625259238561,24.3888173957503,22.592167292054874,0.010439059996712796,0.2563990070820824
2000-11-09,23.466375211761587,23.93156760812991,23.345769507567628,23.845422744750977,1639419,23.528396987915038,22.8138960647583,17.550541372299193,50.58828773910959,23.53873529434204,0.43168016647998386,24.402095627302007,22.675374961382072,0.042169372220168366,0.26343427051476836
2000-11-10,23.87987288854719,24.19000104520663,23.845414472572298,24.121084213256836,1771812,23.65244903564453,22.88376106262207,17.59471836566925,58.23275584360655,23.57147083282471,0.4503255706962677,24.472121974217245,22.670819691432172,0.027899955279701905,0.2513243682240963
2000-11-13,24.086631201340992,24.43122029869177,23.724816509740524,23.91433906555176,2170367,23.683463096618652,22.949835624694824,17.63685604095459,57.08654037848362,23.57319393157959,0.45163178392169084,24.47645749942297,22.669930363736206,0.001443138713282499,0.24617951669711183
2000-11-14,23.91434279552312,23.91434279552312,23.15625004115068,23.32854461669922,3122010,23.633498191833496,22.9932536315918,17.67631612300873,52.727368453397276,23.526675128936766,0.42437608970961144,24.375427308355988,22.677922949517544,-0.038351914560817324,0.25365269390603046
2000-11-15,23.37708961263441,23.79329802240324,23.37708961263441,23.72393035888672,1842827,23.61445732116699,23.032863388061525,17.71909397602081,65.10937124755216,23.513709259033202,0.41351478241663403,24.34073882386647,22.686679694199935,-0.010812438778065703,0.25938643071946826
2000-11-16,23.984062064789953,24.140140533447266,23.862667430426505,24.140140533447266,1532611,23.692171096801758,23.08700008392334,17.76453956127167,64.44184912031858,23.523276710510252,0.4261321693577555,24.375541049225763,22.671012371794742,0.007989924231032841,0.26703378415953677
2000-11-17,24.140143439566653,24.486984252929688,23.966724247220213,24.486984252929688,1390237,23.795954704284668,23.13377311706543,17.814820041656493,61.07895524204756,23.557939434051512,0.4747154917912067,24.507370417633926,22.6085084504691,0.029136015125573067,0.2700122062915272
2000-11-20,24.677743216804483,24.8511648141945,24.486980916877357,24.608375549316406,1334366,23.901540184020995,23.166261711120605,17.866713132858276,60.05010287902642,23.617623615264893,0.5278253956944406,24.673274406653775,22.56197282387601,0.050980112319589654,0.26211642328233403
2000-11-21,24.41761523342489,24.434958366041027,23.67190667566149,23.862668991088867,1849366,23.937724685668947,23.178667221069336,17.9142072725296,49.4310743921693,23.646052742004393,0.5247856683546013,24.695624078713596,22.59648140529519,0.02440887887390364,0.2861119890001794
2000-11-22,23.86267509719894,24.001412907618935,23.63722888752092,23.88001823425293,1298113,23.991150856018066,23.196244163513185,17.96324450492859,56.451344764142235,23.686548900604247,0.5090142062939537,24.704577313192154,22.66852048801634,0.0351070582852584,0.28318950112443875
2000-11-24,23.862668991088867,23.9493797968295,23.793301317964367,23.862668991088867,525096,23.992875480651854,23.21726459503174,18.01329572200775,55.25007099789361,23.760636234283446,0.40648639735866593,24.573609029000778,22.947663439566114,0.06620579136835025,0.2575880899353581
2000-11-27,23.862671052160422,23.897354891718397,23.411778709236604,23.706592559814453,1127861,23.951426315307618,23.24334728240967,18.062481899261474,51.93026758638875,23.801937675476076,0.35046357037736436,24.502864816230804,23.101010534721347,0.03610176888055672,0.2496207724606104
2000-11-28,23.585201905029592,23.949385925127608,23.533177351208906,23.88001823425293,1616130,23.947994232177734,23.271347694396972,18.112111825942993,54.61007065550225,23.815728664398193,0.34768872317417815,24.51110611074655,23.120351218049837,0.011685199942660374,0.2249054594752059
2000-11-29,23.89735948063432,24.26154350893116,23.81065107942424,24.209516525268555,1702862,24.03609142303467,23.326871910095214,18.164320669174195,60.07393391446164,23.834794807434083,0.35868947596273876,24.55217375935956,23.117415855508604,0.01600301164603457,0.22764781807514858
2000-11-30,24.27887336512076,25.093949377054074,24.261530237163523,24.955211639404297,4146045,24.159219551086426,23.404201583862303,18.219834599494934,62.24086064356096,23.88683843612671,0.4376576687786682,24.762153773684044,23.011523098569374,0.043525040395195225,0.2511968572805972
2000-12-01,24.95522529063598,24.95522529063598,23.88001877186058,24.209516525268555,2896461,24.166157150268553,23.476265907287598,18.270942678451537,50.88376334356737,23.929164123535156,0.42508380232773496,24.779331728190627,23.078996518879684,0.03623308853940199,0.26128476733531614
